customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST01142,Female,1,Yes,No,13,Yes,No,DSL,No,No internet,Yes,No,No,No,One year,Yes,Mailed check,85.06,1002.79,No
CUST01143,Male,0,No,No,24,Yes,No,Fiber optic,No,Yes,No internet,No,No,No,One year,Yes,Electronic check,48.87,1109.66,No
CUST01144,Female,0,Yes,No,16,Yes,Yes,No,No,No internet,Yes,Yes,No,No,Month-to-month,Yes,Credit card,71.38,1040.27,Yes
CUST01145,Female,0,Yes,No,56,Yes,Yes,No,No,Yes,No internet,Yes,Yes,No,One year,No,Electronic check,52.98,2954.0,No
CUST01146,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,No,Yes,No internet,Yes,Yes,Month-to-month,Yes,Electronic check,60.73,3886.97,Yes
CUST01147,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No internet,Yes,No internet,No internet,Month-to-month,No,Electronic check,51.65,172.2,Yes
CUST01148,Male,1,Yes,Yes,46,Yes,Yes,Fiber optic,No internet,No internet,No,Yes,No,Yes,One year,No,Bank transfer,88.3,4255.68,No
CUST01149,Male,0,No,No,15,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,67.17,970.55,Yes
CUST01150,Male,0,Yes,No,14,Yes,No,No,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,71.64,838.54,Yes
CUST01151,Male,0,No,Yes,36,Yes,Yes,DSL,No,No internet,No internet,No,No,No,Month-to-month,No,Electronic check,72.81,2721.53,No
CUST01152,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No internet,No,No,No internet,Yes,Yes,Month-to-month,Yes,Credit card,49.73,39.67,Yes
CUST01153,Female,1,Yes,No,51,Yes,Yes,Fiber optic,No,No internet,No,Yes,Yes,No,One year,Yes,Bank transfer,73.57,,No
CUST01154,Female,0,No,No,26,Yes,Yes,DSL,No,No,No,No,No internet,Yes,Month-to-month,Yes,Credit card,36.44,927.03,No
CUST01155,Male,0,No,No,49,Yes,Yes,DSL,No internet,Yes,Yes,No,No,No internet,Two year,Yes,Bank transfer,84.78,4099.07,No
CUST01156,Female,0,No,No,72,Yes,No,Fiber optic,No internet,No,No internet,Yes,No,No,One year,Yes,Bank transfer,72.76,5250.14,No
CUST01157,Male,0,No,No,17,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,60.66,1033.56,No
CUST01158,Female,0,Yes,No,2,No,Yes,DSL,No internet,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer,64.01,179.05,Yes
CUST01159,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No internet,Month-to-month,Yes,Credit card,97.18,403.83,Yes
CUST01160,Female,0,No,Yes,9,Yes,Yes,No,No,No internet,Yes,No,No,No,One year,No,Electronic check,53.38,706.54,No
CUST01161,Male,0,No,No,2,Yes,No phone service,DSL,No internet,Yes,No internet,No,Yes,Yes,Month-to-month,Yes,Mailed check,34.33,0.0,Yes
CUST01162,Female,0,No,No,40,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer,72.3,2754.75,Yes
CUST01163,Female,0,No,No,8,Yes,No,DSL,No,No internet,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,26.71,119.28,Yes
CUST01164,Male,0,No,Yes,72,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer,83.51,6125.03,No
CUST01165,Female,0,Yes,No,29,Yes,No,No,No internet,No,No,No,No,Yes,One year,No,Electronic check,64.82,1710.55,No
CUST01166,Male,0,No,No,4,Yes,No,DSL,Yes,No internet,No,No internet,Yes,No internet,One year,Yes,Electronic check,54.32,311.66,No
CUST01167,Female,0,No,No,15,Yes,No,No,No,No,No,No,Yes,No,Two year,No,Electronic check,75.63,1347.48,No
CUST01168,Male,0,No,No,15,Yes,Yes,No,No,No internet,No internet,No internet,No internet,No internet,Month-to-month,No,Credit card,68.23,1160.19,No
CUST01169,Male,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,No,No internet,No,No,Yes,One year,Yes,Credit card,47.62,716.99,No
CUST01170,Female,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,79.2,1491.07,No
CUST01171,Male,1,Yes,No,0,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,79.15,87.76,Yes
CUST01172,Male,0,Yes,No,27,Yes,Yes,No,Yes,No,No internet,No,No,Yes,One year,Yes,Electronic check,50.82,1328.16,No
CUST01173,Male,0,No,No,16,Yes,No,DSL,No internet,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,33.34,423.76,No
CUST01174,Male,0,Yes,Yes,37,Yes,No,No,No internet,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,35.4,1302.7,No
CUST01175,Male,1,Yes,No,40,Yes,No,DSL,No internet,Yes,Yes,No internet,Yes,Yes,Two year,No,Electronic check,89.19,3655.49,No
CUST01176,Male,0,Yes,No,6,Yes,Yes,No,No,No,No,No internet,Yes,No internet,Month-to-month,Yes,Credit card,68.31,542.44,Yes
CUST01177,Female,1,No,No,1,Yes,Yes,DSL,No,No,No,No,No internet,No internet,Month-to-month,No,Bank transfer,54.43,63.6,Yes
CUST01178,Male,0,No,No,29,Yes,No,Fiber optic,No internet,No,No,No,Yes,Yes,Two year,Yes,Electronic check,64.16,1839.16,No
CUST01179,Male,0,Yes,No,72,Yes,No,Fiber optic,No internet,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer,94.24,6772.91,Yes
CUST01180,Female,0,Yes,Yes,14,No,No,Fiber optic,Yes,No internet,Yes,Yes,Yes,No,One year,Yes,Mailed check,61.58,1053.65,No
CUST01181,Female,0,Yes,No,7,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,59.08,432.19,No
CUST01182,Female,1,Yes,No,4,Yes,No,No,No internet,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer,93.71,446.27,Yes
CUST01183,Female,0,Yes,Yes,8,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,51.61,,Yes
CUST01184,Female,0,No,Yes,9,Yes,No,DSL,No internet,Yes,No,No,Yes,No,One year,No,Electronic check,57.29,489.74,No
CUST01185,Female,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,No internet,Yes,No,Yes,No internet,One year,Yes,Electronic check,48.0,,No
CUST01186,Female,0,Yes,No,25,Yes,No,Fiber optic,No,No,Yes,No internet,Yes,Yes,Month-to-month,Yes,Credit card,78.96,1992.92,Yes
CUST01187,Male,0,No,Yes,7,Yes,Yes,Fiber optic,No,No internet,Yes,No,No,No internet,Month-to-month,Yes,Bank transfer,76.41,457.48,Yes
CUST01188,Male,0,Yes,No,1,Yes,Yes,No,No,Yes,Yes,No internet,Yes,No,Month-to-month,Yes,Mailed check,54.06,3.16,Yes
CUST01189,Female,1,No,No,11,Yes,No,No,No,No,Yes,Yes,No,Yes,Two year,Yes,Credit card,71.34,578.0,No
CUST01190,Male,0,Yes,No,46,Yes,No,DSL,No,No,No,No internet,Yes,Yes,Month-to-month,Yes,Electronic check,93.71,4412.59,No
CUST01191,Male,0,No,No,16,No,Yes,Fiber optic,Yes,No internet,Yes,No,No internet,No,Two year,Yes,Credit card,52.14,745.53,No
CUST01192,Male,0,No,No,72,Yes,No,Fiber optic,No,No,No internet,No,Yes,Yes,Two year,No,Bank transfer,90.71,6653.08,No
CUST01193,Female,0,No,No,16,Yes,Yes,Fiber optic,No,No internet,No,Yes,No,No,Two year,No,Mailed check,33.83,445.61,No
CUST01194,Female,0,Yes,No,7,Yes,No,No,No,No internet,No,Yes,No,Yes,One year,Yes,Credit card,55.53,252.38,No
CUST01195,Male,1,Yes,No,5,Yes,No,Fiber optic,Yes,No internet,Yes,Yes,No internet,No internet,Month-to-month,Yes,Bank transfer,59.42,123.73,Yes
CUST01196,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No internet,Yes,No internet,No,Yes,No,Month-to-month,Yes,Credit card,82.03,2074.23,Yes
CUST01197,Male,0,No,No,18,Yes,No,Fiber optic,No,No,No internet,No,No,No,One year,Yes,Credit card,56.44,1171.39,No
CUST01198,Male,0,No,Yes,22,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,56.28,1315.44,Yes
CUST01199,Male,1,Yes,No,33,Yes,No,DSL,Yes,No internet,No,No,No,Yes,Month-to-month,No,Electronic check,100.6,3336.77,No
CUST01200,Male,0,Yes,No,31,Yes,Yes,DSL,No,No internet,Yes,No,No,No,One year,No,Electronic check,62.51,2076.27,No
CUST01201,Female,0,Yes,No,1,Yes,No,No,No,No,No,No internet,No internet,No internet,Month-to-month,Yes,Electronic check,60.13,0.0,Yes
CUST01202,Female,0,Yes,No,38,Yes,No,Fiber optic,No,No internet,No internet,No,No,No,One year,No,Mailed check,90.32,3331.43,Yes
CUST01203,Female,0,Yes,No,18,No,No phone service,Fiber optic,No internet,No,No internet,No,No,Yes,Month-to-month,Yes,Electronic check,50.26,,Yes
CUST01204,Male,0,Yes,Yes,11,Yes,Yes,No,No,No,Yes,No,No,No internet,Month-to-month,No,Electronic check,68.46,697.53,Yes
CUST01205,Female,0,No,No,18,Yes,Yes,DSL,No,No,No internet,No internet,Yes,No internet,Month-to-month,Yes,Bank transfer,47.87,985.61,No
CUST01206,Male,0,No,No,22,No,Yes,No,No,No,Yes,No,No internet,No internet,Two year,Yes,Credit card,70.75,1864.62,No
CUST01207,Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,No internet,No internet,No,No internet,No,Two year,Yes,Electronic check,64.5,303.51,Yes
CUST01208,Male,0,Yes,No,12,Yes,Yes,DSL,No,Yes,No,No,No,No internet,Month-to-month,Yes,Electronic check,47.75,605.3,Yes
CUST01209,Male,0,No,No,9,Yes,No phone service,Fiber optic,No internet,No internet,No internet,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,20.48,189.88,Yes
CUST01210,Male,0,No,No,10,Yes,Yes,No,No,No,No,No,No internet,No internet,Two year,No,Credit card,39.14,557.57,No
CUST01211,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No internet,No,No internet,No,No,No,Month-to-month,Yes,Mailed check,53.33,114.48,Yes
CUST01212,Female,0,No,No,4,Yes,No,Fiber optic,No internet,Yes,No internet,No,Yes,No internet,Month-to-month,No,Credit card,36.01,201.4,Yes
CUST01213,Female,0,Yes,No,4,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,45.83,83.52,Yes
CUST01214,Female,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,No internet,Yes,No,No,Yes,One year,No,Credit card,63.17,644.24,No
CUST01215,Male,0,Yes,No,53,Yes,No phone service,Fiber optic,No,No,No,No internet,No,No,Month-to-month,Yes,Electronic check,72.23,3877.87,No
CUST01216,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No internet,Month-to-month,No,Mailed check,53.71,387.36,Yes
CUST01217,Female,1,No,Yes,12,Yes,No,No,No,No,Yes,No,No internet,Yes,One year,Yes,Credit card,56.03,653.46,No
CUST01218,Male,0,Yes,Yes,8,Yes,Yes,No,Yes,No,No,No internet,No,Yes,Month-to-month,Yes,Electronic check,82.23,706.12,Yes
CUST01219,Male,1,Yes,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer,67.67,2401.7,No
CUST01220,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No internet,No,No,Month-to-month,Yes,Mailed check,49.77,92.15,Yes
CUST01221,Female,0,No,No,5,Yes,Yes,No,No,No internet,No,Yes,No internet,No,Month-to-month,No,Mailed check,60.61,413.17,Yes
CUST01222,Male,0,Yes,No,5,Yes,Yes,No,Yes,No internet,No,No internet,Yes,No internet,Month-to-month,Yes,Credit card,36.82,189.03,Yes
CUST01223,Male,0,No,No,72,Yes,Yes,Fiber optic,No internet,Yes,Yes,No,Yes,No internet,One year,Yes,Bank transfer,86.22,6193.03,Yes
CUST01224,Male,0,No,Yes,20,Yes,No phone service,Fiber optic,No internet,No internet,Yes,No,No,No,Month-to-month,Yes,Bank transfer,56.86,1091.48,No
CUST01225,Female,0,Yes,Yes,3,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,63.08,143.85,No
CUST01226,Male,1,Yes,Yes,7,Yes,No,Fiber optic,No internet,Yes,Yes,Yes,Yes,No internet,One year,No,Mailed check,64.07,584.12,No
CUST01227,Female,1,No,Yes,4,Yes,No phone service,Fiber optic,Yes,No internet,Yes,No internet,Yes,No,One year,Yes,Credit card,53.22,158.89,No
CUST01228,Female,0,Yes,Yes,3,Yes,Yes,DSL,No,Yes,No,No internet,No internet,No internet,Month-to-month,Yes,Credit card,55.95,164.76,Yes
CUST01229,Male,0,Yes,No,38,Yes,No,Fiber optic,No internet,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card,85.87,3170.13,Yes
CUST01230,Male,0,No,No,16,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer,53.53,851.92,No
CUST01231,Female,0,Yes,No,23,Yes,No,Fiber optic,No,No internet,No internet,Yes,Yes,Yes,One year,No,Mailed check,62.42,1535.51,No
CUST01232,Male,0,Yes,No,9,Yes,No,Fiber optic,No,No internet,Yes,No internet,No,No internet,One year,No,Electronic check,53.31,367.66,No
CUST01233,Male,1,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,Yes,No internet,No,No,One year,No,Electronic check,75.46,1338.32,No
CUST01234,Female,0,Yes,No,7,Yes,Yes,DSL,No,No,No,Yes,No internet,No,One year,No,Electronic check,42.12,445.21,No
CUST01235,Female,0,No,No,8,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,81.97,602.55,No
CUST01236,Male,0,No,No,25,Yes,No,Fiber optic,No internet,Yes,Yes,No internet,Yes,No,Month-to-month,Yes,Electronic check,82.99,2159.54,Yes
CUST01237,Female,0,No,Yes,3,Yes,Yes,Fiber optic,No,No internet,No,Yes,No internet,Yes,Month-to-month,No,Electronic check,46.39,91.64,Yes
CUST01238,Male,0,No,No,23,No,No phone service,Fiber optic,No,No internet,No,No internet,Yes,Yes,Two year,Yes,Electronic check,93.23,2068.33,No
CUST01239,Male,0,Yes,No,45,Yes,Yes,No,No,No internet,No,Yes,No,Yes,Month-to-month,No,Mailed check,36.03,1846.42,No
CUST01240,Male,0,Yes,No,3,No,No,Fiber optic,Yes,Yes,No internet,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,64.52,173.91,Yes
CUST01241,Female,0,Yes,No,54,Yes,No,DSL,Yes,No,No internet,Yes,No,Yes,Month-to-month,Yes,Bank transfer,120.0,6546.66,Yes
CUST01242,Male,0,Yes,No,1,Yes,No phone service,Fiber optic,No internet,Yes,No,No,No,No,Two year,Yes,Electronic check,46.82,34.85,No
CUST01243,Male,1,No,No,10,Yes,Yes,Fiber optic,Yes,No,No internet,Yes,No internet,No internet,Month-to-month,No,Bank transfer,78.32,764.66,Yes
CUST01244,Male,0,No,Yes,22,Yes,Yes,Fiber optic,Yes,No internet,No,Yes,Yes,No internet,Month-to-month,No,Credit card,74.35,1761.67,Yes
CUST01245,Female,0,Yes,No,19,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,56.22,1030.72,No
CUST01246,Female,0,Yes,Yes,2,Yes,No phone service,Fiber optic,No internet,No,No internet,No,No,Yes,Month-to-month,No,Credit card,59.49,22.87,Yes
CUST01247,Female,0,Yes,No,38,Yes,Yes,DSL,No internet,No,No internet,No internet,No internet,Yes,Two year,Yes,Bank transfer,94.58,3565.99,No
CUST01248,Female,0,Yes,Yes,72,Yes,No,Fiber optic,No internet,No,No internet,No,Yes,Yes,Month-to-month,Yes,Electronic check,73.15,5272.95,Yes
CUST01249,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No internet,Yes,No,Yes,No internet,No internet,One year,Yes,Electronic check,59.79,191.99,No
CUST01250,Male,0,No,Yes,54,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card,91.54,4878.19,Yes
CUST01251,Female,0,No,No,19,Yes,No,Fiber optic,No,No,Yes,No internet,Yes,Yes,Two year,Yes,Bank transfer,49.46,813.81,No
CUST01252,Female,0,No,Yes,65,Yes,No,Fiber optic,No internet,No,No,No internet,No,No,Two year,No,Electronic check,84.44,5435.23,No
CUST01253,Female,0,Yes,Yes,4,Yes,Yes,DSL,No,No,No,No internet,No,No,Two year,Yes,Credit card,59.88,94.24,No
CUST01254,Male,1,Yes,No,37,No,Yes,Fiber optic,No internet,Yes,Yes,No,No internet,Yes,Two year,Yes,Bank transfer,68.35,2432.05,No
CUST01255,Female,1,Yes,Yes,1,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,83.02,161.44,Yes
CUST01256,Female,0,No,Yes,51,Yes,No,Fiber optic,No,No internet,No,Yes,No,No internet,Two year,No,Credit card,80.12,4191.97,No
CUST01257,Male,0,No,Yes,26,Yes,No phone service,DSL,No internet,Yes,No,No,No,Yes,One year,No,Bank transfer,52.96,1381.01,No
CUST01258,Female,0,No,No,11,Yes,Yes,DSL,Yes,No,No,Yes,No internet,Yes,Two year,Yes,Electronic check,38.98,278.04,No
CUST01259,Male,1,Yes,No,5,Yes,Yes,Fiber optic,No internet,No,No,No internet,Yes,Yes,One year,Yes,Bank transfer,58.99,246.84,No
CUST01260,Male,0,No,Yes,40,No,Yes,DSL,Yes,Yes,No internet,No,Yes,Yes,Month-to-month,Yes,Credit card,65.9,2750.34,No
CUST01261,Male,1,Yes,Yes,22,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,77.55,1751.47,No
CUST01262,Male,0,No,No,10,Yes,No,Fiber optic,No,No internet,No,Yes,No,No internet,Month-to-month,Yes,Electronic check,37.72,259.16,Yes
CUST01263,Male,0,Yes,No,14,No,No,No,Yes,Yes,No,No,Yes,No internet,One year,Yes,Electronic check,48.0,752.84,No
CUST01264,Female,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,No internet,Yes,No,No,Month-to-month,No,Electronic check,94.29,3922.27,Yes
CUST01265,Male,1,No,No,9,Yes,Yes,Fiber optic,No,Yes,No internet,Yes,Yes,No,Month-to-month,Yes,Electronic check,41.89,314.43,Yes
CUST01266,Male,1,Yes,No,2,Yes,No phone service,DSL,No,No internet,No internet,No,Yes,No,Two year,No,Credit card,52.46,137.59,No
CUST01267,Female,0,Yes,No,58,Yes,No,DSL,No,Yes,No,No internet,No,Yes,Two year,No,Credit card,61.26,3544.07,No
CUST01268,Male,0,Yes,No,11,Yes,Yes,DSL,No internet,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,59.21,826.49,No
CUST01269,Female,0,Yes,No,10,Yes,Yes,DSL,No internet,Yes,No,Yes,No internet,No,Two year,No,Bank transfer,66.16,731.8,No
CUST01270,Female,0,Yes,No,5,Yes,No phone service,Fiber optic,No,No,No internet,No,No,Yes,One year,Yes,Bank transfer,106.42,524.71,Yes
CUST01271,Female,0,Yes,No,54,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,92.04,5032.99,No
CUST01272,Male,0,Yes,No,5,Yes,No,Fiber optic,Yes,No,Yes,No,No,No internet,Month-to-month,Yes,Electronic check,34.66,83.19,Yes
CUST01273,Male,0,Yes,No,24,Yes,Yes,DSL,No,No,No internet,Yes,Yes,No,Two year,Yes,Electronic check,70.76,1853.86,No
CUST01274,Male,0,No,No,51,Yes,No,DSL,Yes,No internet,No,No,No,No internet,Two year,Yes,Bank transfer,74.2,3823.1,No
CUST01275,Female,0,Yes,No,0,Yes,No,No,No,No,No,No internet,No,No,One year,Yes,Electronic check,43.27,227.43,No
CUST01276,Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,71.35,2923.84,No
CUST01277,Male,0,No,No,12,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,69.42,627.47,No
CUST01278,Male,0,No,No,25,Yes,Yes,No,No internet,No,No internet,No internet,No,No,Month-to-month,Yes,Credit card,75.03,1852.59,Yes
CUST01279,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No internet,No,No,No,No,Two year,No,Bank transfer,35.26,173.35,Yes
CUST01280,Female,0,Yes,No,28,Yes,Yes,DSL,Yes,No internet,No,No internet,No,No internet,Month-to-month,Yes,Mailed check,64.66,2040.83,No
CUST01281,Male,0,No,Yes,7,No,No,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card,38.57,263.67,Yes
CUST01282,Male,0,No,Yes,0,No,Yes,Fiber optic,No internet,No internet,Yes,Yes,No internet,Yes,Month-to-month,Yes,Electronic check,52.43,0.0,Yes
CUST01283,Male,0,No,No,70,Yes,Yes,Fiber optic,No,No,No,No internet,No,No internet,One year,Yes,Bank transfer,78.4,5428.63,No
CUST01284,Male,0,No,No,0,Yes,Yes,No,Yes,No internet,Yes,No,No internet,Yes,One year,No,Electronic check,62.3,0.0,No
CUST01285,Female,0,No,No,41,Yes,No,Fiber optic,Yes,No internet,Yes,Yes,Yes,No internet,One year,Yes,Electronic check,66.39,2627.69,No
CUST01286,Female,1,No,Yes,4,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card,51.5,371.73,Yes
CUST01287,Female,1,No,No,11,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,66.4,780.34,Yes
CUST01288,Female,0,Yes,No,41,Yes,Yes,Fiber optic,No,No,No internet,No,No,Yes,One year,Yes,Electronic check,70.21,2936.63,No
CUST01289,Male,0,No,No,5,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,50.12,282.83,No
CUST01290,Male,0,No,No,48,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet,Yes,Month-to-month,Yes,Mailed check,67.31,3232.39,No
CUST01291,Male,1,Yes,No,16,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,31.07,351.68,Yes
CUST01292,Female,0,No,No,10,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,84.16,870.67,Yes
CUST01293,Male,0,Yes,No,26,Yes,No,Fiber optic,No,No,No internet,No,Yes,No,Two year,Yes,Bank transfer,42.85,1347.69,No
CUST01294,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card,58.62,681.77,Yes
CUST01295,Female,0,No,No,10,Yes,Yes,Fiber optic,No internet,No internet,No,No,No internet,Yes,Two year,Yes,Electronic check,60.66,644.25,No
CUST01296,Male,0,Yes,No,31,Yes,No,No,No,No internet,No,Yes,No internet,No,One year,Yes,Credit card,98.17,3019.75,No
CUST01297,Male,0,Yes,No,8,Yes,No,Fiber optic,No,No internet,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.69,633.93,Yes
CUST01298,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,No internet,Yes,Yes,No,No,Two year,No,Bank transfer,58.61,633.0,No
CUST01299,Female,0,Yes,No,39,No,No,No,Yes,No,No,No internet,No,No,Month-to-month,No,Credit card,54.13,2189.56,Yes
CUST01300,Male,0,Yes,No,39,Yes,Yes,No,No internet,No,No,No,No,Yes,Month-to-month,No,Mailed check,54.6,2132.71,No
CUST01301,Female,0,Yes,No,16,Yes,No,DSL,No internet,Yes,No,No internet,Yes,No internet,Month-to-month,No,Electronic check,48.67,756.62,No
CUST01302,Male,1,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card,68.07,1069.34,Yes
CUST01303,Female,0,No,No,28,Yes,Yes,No,No,No,No internet,No,No,No,Month-to-month,Yes,Electronic check,57.03,1752.62,Yes
CUST01304,Female,0,No,Yes,17,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,43.95,772.92,Yes
CUST01305,Male,0,Yes,No,12,Yes,Yes,Fiber optic,No internet,Yes,No,No,No,No internet,Month-to-month,Yes,Mailed check,57.33,746.9,No
CUST01306,Female,0,No,No,72,Yes,No,DSL,No,Yes,Yes,No,No internet,Yes,Month-to-month,Yes,Mailed check,73.37,5161.08,Yes
CUST01307,Female,1,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,82.25,300.31,Yes
CUST01308,Male,0,Yes,Yes,21,Yes,No,Fiber optic,No,Yes,Yes,No,No,No internet,Month-to-month,Yes,Mailed check,47.99,1005.02,Yes
CUST01309,Female,1,Yes,No,52,No,No,DSL,No,No internet,No,No,No internet,No,Month-to-month,Yes,Electronic check,75.73,3976.0,No
CUST01310,Male,0,No,No,27,Yes,Yes,DSL,Yes,No,No internet,No,Yes,Yes,Month-to-month,No,Bank transfer,65.19,1729.64,No
CUST01311,Female,1,No,No,51,No,No phone service,DSL,No,No,Yes,Yes,No internet,Yes,One year,No,Electronic check,65.91,,No
CUST01312,Male,0,Yes,Yes,9,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,48.93,490.82,No
CUST01313,Male,0,Yes,Yes,7,Yes,No,DSL,No,Yes,No,No,No,No internet,Two year,Yes,Mailed check,30.95,122.64,No
CUST01314,Female,0,Yes,No,45,No,No,No,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,71.61,3123.61,No
CUST01315,Female,1,Yes,Yes,12,Yes,No,DSL,No internet,Yes,No internet,Yes,Yes,No,Month-to-month,No,Electronic check,53.58,466.73,Yes
CUST01316,Female,1,No,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,67.08,1959.03,Yes
CUST01317,Female,0,Yes,Yes,3,Yes,Yes,DSL,No internet,No internet,Yes,No internet,No internet,No,Month-to-month,No,Mailed check,53.59,203.36,Yes
CUST01318,Female,1,No,Yes,33,Yes,Yes,Fiber optic,No,Yes,No,No internet,No,Yes,Two year,Yes,Mailed check,70.48,2228.3,No
CUST01319,Male,0,Yes,Yes,19,Yes,No,Fiber optic,Yes,No,No internet,No,Yes,Yes,One year,Yes,Bank transfer,70.5,1211.91,No
CUST01320,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,Yes,Yes,No internet,Month-to-month,No,Credit card,38.66,262.71,Yes
CUST01321,Male,0,No,Yes,16,Yes,No,No,No,No internet,No internet,No,Yes,No,Month-to-month,Yes,Mailed check,50.91,879.86,No
CUST01322,Male,0,Yes,No,28,Yes,No phone service,DSL,No,No internet,No,No,No internet,No,Month-to-month,Yes,Bank transfer,59.13,1487.54,No
CUST01323,Female,0,No,No,0,Yes,No phone service,Fiber optic,No,No,Yes,No internet,No,No,Month-to-month,Yes,Electronic check,62.12,0.0,Yes
CUST01324,Male,0,No,No,24,Yes,Yes,No,No,No,No,No,No internet,No,Two year,Yes,Bank transfer,77.83,1979.93,No
CUST01325,Male,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet,No,No internet,One year,No,Bank transfer,44.41,721.78,No
